fia_species_code,fia_name_raw,fia_scientific_name,fia_concept_author,fia_author_evidence_status,matched_wcvp_plant_name_id,matched_wcvp_taxon_name,matched_wcvp_taxon_authors,matched_wcvp_taxon_status,matched_wcvp_taxon_rank,accepted_taxon_id,accepted_taxon_name,accepted_taxon_authors,accepted_taxon_status,accepted_taxon_rank,terminal_target_taxon_id,terminal_target_taxon_name,terminal_target_taxon_authors,terminal_target_taxon_status,terminal_target_taxon_rank,analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_rank,mapping_class,taxonomy_resolution_status,hybrid_or_nothotaxon_flag,ordinary_analysis_species_flag,no_analysis_species_reason,distribution_query_plant_name_id,terminal_target_hybrid_formula,analysis_species_hybrid_formula,wcvp_hybrid_formula_present_flag,distribution_query_taxon_name,diameter_measurement_basis,woodland_indicator,dia_threshold_inches,main_analysis_candidate_retained_flag,dbh_only_sensitivity_component_flag,supplementary_sensitivity_candidate_flag,d08b1_correction_applied_flag,d08b1_correction_case_class,d08b1_authority_source,v01_mapping_class,v01_taxonomy_resolution_status
836,Quercus similis,Quercus similis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,175172,Quercus similis,Ashe,Accepted,Species,175172,Quercus similis,Ashe,Accepted,Species,175172,Quercus similis,Ashe,Accepted,Species,175172,Quercus similis,Ashe,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,175172,,,0,Quercus similis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
837,Quercus velutina,Quercus velutina,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,175672,Quercus velutina,Lam.,Accepted,Species,175672,Quercus velutina,Lam.,Accepted,Species,175672,Quercus velutina,Lam.,Accepted,Species,175672,Quercus velutina,Lam.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,175672,,,0,Quercus velutina,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
838,Quercus virginiana,Quercus virginiana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,175726,Quercus virginiana,Mill.,Accepted,Species,175726,Quercus virginiana,Mill.,Accepted,Species,175726,Quercus virginiana,Mill.,Accepted,Species,175726,Quercus virginiana,Mill.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,175726,,,0,Quercus virginiana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
839,Quercus wislizeni,Quercus wislizeni,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,175769,Quercus wislizeni,A.DC.,Accepted,Species,175769,Quercus wislizeni,A.DC.,Accepted,Species,175769,Quercus wislizeni,A.DC.,Accepted,Species,175769,Quercus wislizeni,A.DC.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,175769,,,0,Quercus wislizeni,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
840,Quercus margarettiae,Quercus margarettiae,NOT PROVIDED IN FIA REF_SPECIES,AUTHOR_NOT_PROVIDED_OR_UNKNOWN,173863,Quercus margaretta,(Ashe) Small,Accepted,Species,173863,Quercus margaretta,(Ashe) Small,Accepted,Species,173863,Quercus margaretta,(Ashe) Small,Accepted,Species,173863,Quercus margaretta,(Ashe) Small,Species,AUTHORITATIVE_ORTHOGRAPHIC_TO_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,0,1,,173863,,,0,Quercus margaretta,DBH_BREAST_HEIGHT,N,5.0,1,1,0,1,ORDINARY_ACCEPTED,Q1_D08B_TAXONOMY_CORRECTION_MAINLINE_DECISION_v01_20260902.md,UNRESOLVED,UNRESOLVED
841,Quercus minima,Quercus minima,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173948,Quercus minima,(Sarg.) Small,Accepted,Species,173948,Quercus minima,(Sarg.) Small,Accepted,Species,173948,Quercus minima,(Sarg.) Small,Accepted,Species,173948,Quercus minima,(Sarg.) Small,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173948,,,0,Quercus minima,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
842,Quercus incana,Quercus incana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173316,Quercus incana,W.Bartram,Accepted,Species,173316,Quercus incana,W.Bartram,Accepted,Species,173316,Quercus incana,W.Bartram,Accepted,Species,173316,Quercus incana,W.Bartram,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173316,,,0,Quercus incana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
843,Quercus hypoleucoides,Quercus hypoleucoides,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,173145,Quercus hypoleucoides,A.Camus,Accepted,Species,173145,Quercus hypoleucoides,A.Camus,Accepted,Species,173145,Quercus hypoleucoides,A.Camus,Accepted,Species,173145,Quercus hypoleucoides,A.Camus,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,173145,,,0,Quercus hypoleucoides,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
844,Quercus oglethorpensis,Quercus oglethorpensis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174176,Quercus oglethorpensis,W.H.Duncan,Accepted,Species,174176,Quercus oglethorpensis,W.H.Duncan,Accepted,Species,174176,Quercus oglethorpensis,W.H.Duncan,Accepted,Species,174176,Quercus oglethorpensis,W.H.Duncan,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174176,,,0,Quercus oglethorpensis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
845,Quercus prinoides,Quercus prinoides,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174518,Quercus prinoides,Willd.,Accepted,Species,174518,Quercus prinoides,Willd.,Accepted,Species,174518,Quercus prinoides,Willd.,Accepted,Species,174518,Quercus prinoides,Willd.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174518,,,0,Quercus prinoides,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
846,Quercus grisea,Quercus grisea,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172998,Quercus grisea,Liebm.,Accepted,Species,172998,Quercus grisea,Liebm.,Accepted,Species,172998,Quercus grisea,Liebm.,Accepted,Species,172998,Quercus grisea,Liebm.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172998,,,0,Quercus grisea,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
847,Quercus rugosa,Quercus rugosa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174935,Quercus rugosa,Née,Accepted,Species,174935,Quercus rugosa,Née,Accepted,Species,174935,Quercus rugosa,Née,Accepted,Species,174935,Quercus rugosa,Née,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174935,,,0,Quercus rugosa,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
851,Quercus graciliformis,Quercus graciliformis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172964,Quercus graciliformis,C.H.Mull.,Accepted,Species,172964,Quercus graciliformis,C.H.Mull.,Accepted,Species,172964,Quercus graciliformis,C.H.Mull.,Accepted,Species,172964,Quercus graciliformis,C.H.Mull.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172964,,,0,Quercus graciliformis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
853,Annona glabra,Annona glabra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2640872,Annona glabra,L.,Accepted,Species,2640872,Annona glabra,L.,Accepted,Species,2640872,Annona glabra,L.,Accepted,Species,2640872,Annona glabra,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2640872,,,0,Annona glabra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
854,Bursera simaruba,Bursera simaruba,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2687649,Bursera simaruba,(L.) Sarg.,Accepted,Species,2687649,Bursera simaruba,(L.) Sarg.,Accepted,Species,2687649,Bursera simaruba,(L.) Sarg.,Accepted,Species,2687649,Bursera simaruba,(L.) Sarg.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2687649,,,0,Bursera simaruba,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
858,Cinnamomum camphora,Cinnamomum camphora,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2721183,Cinnamomum camphora,(L.) J.Presl,Synonym,Species,2695178,Camphora officinarum,Boerh. ex Fabr.,Accepted,Species,2695178,Camphora officinarum,Boerh. ex Fabr.,Accepted,Species,2695178,Camphora officinarum,Boerh. ex Fabr.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2695178,,,0,Camphora officinarum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
860,Citrus spp.,Citrus spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
863,Coccoloba diversifolia,Coccoloba diversifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2729242,Coccoloba diversifolia,Jacq.,Accepted,Species,2729242,Coccoloba diversifolia,Jacq.,Accepted,Species,2729242,Coccoloba diversifolia,Jacq.,Accepted,Species,2729242,Coccoloba diversifolia,Jacq.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2729242,,,0,Coccoloba diversifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
867,Condalia hookeri,Condalia hookeri,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2733979,Condalia hookeri,M.C.Johnst.,Accepted,Species,2733979,Condalia hookeri,M.C.Johnst.,Accepted,Species,2733979,Condalia hookeri,M.C.Johnst.,Accepted,Species,2733979,Condalia hookeri,M.C.Johnst.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2733979,,,0,Condalia hookeri,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
868,Ebenopsis ebano,Ebenopsis ebano,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2780305,Ebenopsis ebano,(Berland.) Barneby & J.W.Grimes,Accepted,Species,2780305,Ebenopsis ebano,(Berland.) Barneby & J.W.Grimes,Accepted,Species,2780305,Ebenopsis ebano,(Berland.) Barneby & J.W.Grimes,Accepted,Species,2780305,Ebenopsis ebano,(Berland.) Barneby & J.W.Grimes,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2780305,,,0,Ebenopsis ebano,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
869,Leucaena pulverulenta,Leucaena pulverulenta,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2346415,Leucaena pulverulenta,(Schltdl.) Benth.,Accepted,Species,2346415,Leucaena pulverulenta,(Schltdl.) Benth.,Accepted,Species,2346415,Leucaena pulverulenta,(Schltdl.) Benth.,Accepted,Species,2346415,Leucaena pulverulenta,(Schltdl.) Benth.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2346415,,,0,Leucaena pulverulenta,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
870,Sophora affinis,Sophora affinis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2597421,Sophora affinis,Torr. & A.Gray,Synonym,Species,2598500,Styphnolobium affine,(Torr. & A.Gray) Walp.,Accepted,Species,2598500,Styphnolobium affine,(Torr. & A.Gray) Walp.,Accepted,Species,2598500,Styphnolobium affine,(Torr. & A.Gray) Walp.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2598500,,,0,Styphnolobium affine,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
876,Ficus aurea,Ficus aurea,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2809576,Ficus aurea,Nutt.,Accepted,Species,2809576,Ficus aurea,Nutt.,Accepted,Species,2809576,Ficus aurea,Nutt.,Accepted,Species,2809576,Ficus aurea,Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2809576,,,0,Ficus aurea,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
886,Metopium toxiferum,Metopium toxiferum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2364578,Metopium toxiferum,(L.) Krug & Urb.,Accepted,Species,2364578,Metopium toxiferum,(L.) Krug & Urb.,Accepted,Species,2364578,Metopium toxiferum,(L.) Krug & Urb.,Accepted,Species,2364578,Metopium toxiferum,(L.) Krug & Urb.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2364578,,,0,Metopium toxiferum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
887,Piscidia piscipula,Piscidia piscipula,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2540278,Piscidia piscipula,(L.) Sarg.,Accepted,Species,2540278,Piscidia piscipula,(L.) Sarg.,Accepted,Species,2540278,Piscidia piscipula,(L.) Sarg.,Accepted,Species,2540278,Piscidia piscipula,(L.) Sarg.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2540278,,,0,Piscidia piscipula,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
897,Tamarindus indica,Tamarindus indica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2444682,Tamarindus indica,L.,Accepted,Species,2444682,Tamarindus indica,L.,Accepted,Species,2444682,Tamarindus indica,L.,Accepted,Species,2444682,Tamarindus indica,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2444682,,,0,Tamarindus indica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
901,Robinia pseudoacacia,Robinia pseudoacacia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2428246,Robinia pseudoacacia,L.,Accepted,Species,2428246,Robinia pseudoacacia,L.,Accepted,Species,2428246,Robinia pseudoacacia,L.,Accepted,Species,2428246,Robinia pseudoacacia,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2428246,,,0,Robinia pseudoacacia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
909,Roystonea spp.,Roystonea spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
912,Sabal palmetto,Sabal palmetto,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,181053,Sabal palmetto,(Walter) Lodd. ex Schult. & Schult.f.,Accepted,Species,181053,Sabal palmetto,(Walter) Lodd. ex Schult. & Schult.f.,Accepted,Species,181053,Sabal palmetto,(Walter) Lodd. ex Schult. & Schult.f.,Accepted,Species,181053,Sabal palmetto,(Walter) Lodd. ex Schult. & Schult.f.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,181053,,,0,Sabal palmetto,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
913,Thrinax morrisii,Thrinax morrisii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,203977,Thrinax morrisii,H.Wendl.,Synonym,Species,351387,Leucothrinax morrisii,(H.Wendl.) C.Lewis & Zona,Accepted,Species,351387,Leucothrinax morrisii,(H.Wendl.) C.Lewis & Zona,Accepted,Species,351387,Leucothrinax morrisii,(H.Wendl.) C.Lewis & Zona,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,351387,,,0,Leucothrinax morrisii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
915,Areca spp.,Areca spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
919,Sapindus saponaria var. drummondii,Sapindus saponaria var. drummondii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2891923,Sapindus saponaria var. drummondii,(Hook. & Arn.) L.D.Benson,Synonym,Variety,2582296,Sapindus drummondii,Hook. & Arn.,Accepted,Species,2582296,Sapindus drummondii,Hook. & Arn.,Accepted,Species,2582296,Sapindus drummondii,Hook. & Arn.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2582296,,,0,Sapindus drummondii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
920,Salix spp.,Salix spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
921,Salix amygdaloides,Salix amygdaloides,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2918617,Salix amygdaloides,Andersson,Accepted,Species,2918617,Salix amygdaloides,Andersson,Accepted,Species,2918617,Salix amygdaloides,Andersson,Accepted,Species,2918617,Salix amygdaloides,Andersson,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2918617,,,0,Salix amygdaloides,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
922,Salix nigra,Salix nigra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2919837,Salix nigra,Marshall,Accepted,Species,2919837,Salix nigra,Marshall,Accepted,Species,2919837,Salix nigra,Marshall,Accepted,Species,2919837,Salix nigra,Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2919837,,,0,Salix nigra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
925,Salix caroliniana,Salix caroliniana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2919167,Salix caroliniana,Michx.,Accepted,Species,2919167,Salix caroliniana,Michx.,Accepted,Species,2919167,Salix caroliniana,Michx.,Accepted,Species,2919167,Salix caroliniana,Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2919167,,,0,Salix caroliniana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
927,Salix alba,Salix alba,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2918804,Salix alba,L.,Accepted,Species,2918804,Salix alba,L.,Accepted,Species,2918804,Salix alba,L.,Accepted,Species,2918804,Salix alba,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2918804,,,0,Salix alba,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
929,Salix x sepulcralis,Salix x sepulcralis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,HYBRID_OR_NOTHOTAXON,CLASSIFIED_HYBRID,1,0,Hybrid marker or WCVP artificial-hybrid evidence; no ordinary accepted-species assignment.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,HYBRID_OR_NOTHOTAXON,CLASSIFIED_HYBRID
931,Sassafras albidum,Sassafras albidum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2591964,Sassafras albidum,(Nutt.) Nees,Accepted,Species,2591964,Sassafras albidum,(Nutt.) Nees,Accepted,Species,2591964,Sassafras albidum,(Nutt.) Nees,Accepted,Species,2591964,Sassafras albidum,(Nutt.) Nees,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2591964,,,0,Sassafras albidum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
934,Sorbus spp.,Sorbus spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
935,Sorbus americana,Sorbus americana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2991391,Sorbus americana,Marshall,Accepted,Species,2991391,Sorbus americana,Marshall,Accepted,Species,2991391,Sorbus americana,Marshall,Accepted,Species,2991391,Sorbus americana,Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2991391,,,0,Sorbus americana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
937,Sorbus decora,Sorbus decora,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2991806,Sorbus decora,(Sarg.) C.K.Schneid.,Accepted,Species,2991806,Sorbus decora,(Sarg.) C.K.Schneid.,Accepted,Species,2991806,Sorbus decora,(Sarg.) C.K.Schneid.,Accepted,Species,2991806,Sorbus decora,(Sarg.) C.K.Schneid.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2991806,,,0,Sorbus decora,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
940,Swietenia mahagoni,Swietenia mahagoni,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2601502,Swietenia mahagoni,(L.) Jacq.,Accepted,Species,2601502,Swietenia mahagoni,(L.) Jacq.,Accepted,Species,2601502,Swietenia mahagoni,(L.) Jacq.,Accepted,Species,2601502,Swietenia mahagoni,(L.) Jacq.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2601502,,,0,Swietenia mahagoni,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
951,Tilia americana,Tilia americana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2518218,Tilia americana,L.,Accepted,Species,2518218,Tilia americana,L.,Accepted,Species,2518218,Tilia americana,L.,Accepted,Species,2518218,Tilia americana,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2518218,,,0,Tilia americana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
952,Tilia americana var. heterophylla,Tilia americana var. heterophylla,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2522340,Tilia americana var. heterophylla,(Vent.) Loudon,Synonym,Variety,2518218,Tilia americana,L.,Accepted,Species,2518218,Tilia americana,L.,Accepted,Species,2518218,Tilia americana,L.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2518218,,,0,Tilia americana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
953,Tilia americana var. caroliniana,Tilia americana var. caroliniana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2894086,Tilia americana var. caroliniana,(Mill.) Castigl.,Synonym,Variety,2518218,Tilia americana,L.,Accepted,Species,2518218,Tilia americana,L.,Accepted,Species,2518218,Tilia americana,L.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2518218,,,0,Tilia americana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
971,Ulmus alata,Ulmus alata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2450008,Ulmus alata,Michx.,Accepted,Species,2450008,Ulmus alata,Michx.,Accepted,Species,2450008,Ulmus alata,Michx.,Accepted,Species,2450008,Ulmus alata,Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2450008,,,0,Ulmus alata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
972,Ulmus americana,Ulmus americana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2450019,Ulmus americana,L.,Accepted,Species,2450019,Ulmus americana,L.,Accepted,Species,2450019,Ulmus americana,L.,Accepted,Species,2450019,Ulmus americana,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2450019,,,0,Ulmus americana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
973,Ulmus crassifolia,Ulmus crassifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2449976,Ulmus crassifolia,Nutt.,Accepted,Species,2449976,Ulmus crassifolia,Nutt.,Accepted,Species,2449976,Ulmus crassifolia,Nutt.,Accepted,Species,2449976,Ulmus crassifolia,Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2449976,,,0,Ulmus crassifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
