fia_species_code,fia_name_raw,analysis_species_id,analysis_species_name,analysis_species_authors,mapping_class,diameter_measurement_basis,pooling_group_component_code_count,pooling_group_component_codes,pooling_applied_flag,qualifying_tree_rows,qualifying_tree_rows_fold_A,qualifying_tree_rows_fold_B,confirmed_native_state_tree_rows,explicit_introduced_state_tree_rows,unclassified_state_tree_rows,component_positive_primary_plots,pooled_species_positive_primary_plots,sum_component_positive_plots_before_dedup,plot_overlap_removed_by_species_pooling,aggregation_rule
801,Quercus agrifolia,171483,Quercus agrifolia,Née,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,801,0,992,539,453,992,0,0,147,147,147,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
802,Quercus alba,171499,Quercus alba,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,802,0,52656,26839,25817,52656,0,0,14722,14722,14722,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
803,Quercus arizonica,171655,Quercus arizonica,Sarg.,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,803,0,2278,1055,1223,2278,0,0,342,342,342,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
804,Quercus bicolor,171779,Quercus bicolor,Willd.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,804,0,799,442,357,797,0,2,315,315,315,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
805,Quercus chrysolepis,172147,Quercus chrysolepis,Liebm.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,805,0,5774,2920,2854,5774,0,0,629,629,629,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
806,Quercus coccinea,172244,Quercus coccinea,Münchh.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,806,0,11084,5522,5562,11084,0,0,4066,4066,4066,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
807,Quercus douglasii,172538,Quercus douglasii,Hook. & Arn.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,807,0,1728,859,869,1728,0,0,261,261,261,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
808,Quercus sinuata var. sinuata,175179,Quercus sinuata,Walter,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,DBH_BREAST_HEIGHT,3,808;6799;8487,1,52,32,20,52,0,0,24,93,93,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
809,Quercus ellipsoidalis,172621,Quercus ellipsoidalis,E.J.Hill,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,809,0,4521,2313,2208,4507,0,14,1196,1196,1196,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
810,Quercus emoryi,172635,Quercus emoryi,Torr.,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,810,0,812,358,454,812,0,0,192,192,192,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
811,Quercus engelmannii,172644,Quercus engelmannii,Greene,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,811,0,21,0,21,21,0,0,6,6,6,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
812,Quercus falcata,172729,Quercus falcata,Michx.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,812,0,10479,5291,5188,10479,0,0,4939,4939,4939,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
813,Quercus pagoda,174226,Quercus pagoda,Raf.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,813,0,4019,1997,2022,4019,0,0,1998,1998,1998,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
814,Quercus gambelii,172843,Quercus gambelii,Nutt.,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,814,0,6356,3067,3289,6356,0,0,832,832,832,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
815,Quercus garryana,172855,Quercus garryana,Douglas ex Hook.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,815,0,2469,1143,1326,2469,0,0,267,267,267,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
816,Quercus ilicifolia,173293,Quercus ilicifolia,Wangenh.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,816,0,5,4,1,5,0,0,4,4,4,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
817,Quercus imbricaria,173302,Quercus imbricaria,Michx.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,817,0,1266,686,580,1266,0,0,561,561,561,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
818,Quercus kelloggii,173428,Quercus kelloggii,Newb.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,818,0,3148,1504,1644,3148,0,0,629,629,629,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
819,Quercus laevis,173479,Quercus laevis,Walter,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,819,0,642,316,326,642,0,0,212,212,212,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
820,Quercus laurifolia,173587,Quercus laurifolia,Michx.,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,820,0,9115,4517,4598,9115,0,0,2534,2534,2534,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
821,Quercus lobata,173674,Quercus lobata,Née,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,821,0,145,73,72,145,0,0,47,47,47,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
822,Quercus lyrata,173795,Quercus lyrata,Walter,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,822,0,1968,984,984,1968,0,0,709,709,709,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
823,Quercus macrocarpa,173817,Quercus macrocarpa,Michx.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,823,0,9296,4592,4704,9296,0,0,2416,2416,2416,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
824,Quercus marilandica,173871,Quercus marilandica,Münchh.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,824,0,3120,1476,1644,3120,0,0,1146,1146,1146,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
825,Quercus michauxii,173929,Quercus michauxii,Nutt.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,2,825;832,1,1088,579,509,1087,0,1,648,5774,5777,3,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
826,Quercus muehlenbergii,174020,Quercus muehlenbergii,Engelm.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,826,0,3397,1635,1762,3397,0,0,1488,1488,1488,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
827,Quercus nigra,174075,Quercus nigra,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,827,0,26934,13623,13311,26934,0,0,8624,8624,8624,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
828,Quercus texana,175464,Quercus texana,Buckley,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,828,0,1795,779,1016,1795,0,0,406,406,406,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
829,Quercus oblongifolia,174136,Quercus oblongifolia,Torr.,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,829,0,69,40,29,69,0,0,23,23,23,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
830,Quercus palustris,174242,Quercus palustris,Münchh.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,830,0,1334,647,687,1332,0,2,530,530,530,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
831,Quercus phellos,174411,Quercus phellos,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,831,0,5214,2681,2533,5214,0,0,1982,1982,1982,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
832,Quercus prinus,173929,Quercus michauxii,Nutt.,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,2,825;832,1,28007,14014,13993,23379,0,4628,5129,5774,5777,3,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
833,Quercus rubra,174902,Quercus rubra,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,833,0,33648,16958,16690,33648,0,0,11247,11247,11247,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
834,Quercus shumardii,175148,Quercus shumardii,Buckley,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,834,0,1473,708,765,1473,0,0,635,635,635,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
835,Quercus stellata,175243,Quercus stellata,Wangenh.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,835,0,27267,13512,13755,27267,0,0,6494,6494,6494,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
836,Quercus similis,175172,Quercus similis,Ashe,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,836,0,19,7,12,19,0,0,10,10,10,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
837,Quercus velutina,175672,Quercus velutina,Lam.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,837,0,19552,9839,9713,19552,0,0,7413,7413,7413,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
838,Quercus virginiana,175726,Quercus virginiana,Mill.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,838,0,8054,4183,3871,8054,0,0,1632,1632,1632,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
839,Quercus wislizeni,175769,Quercus wislizeni,A.DC.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,839,0,1123,544,579,1123,0,0,143,143,143,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
840,Quercus margarettiae,173863,Quercus margaretta,(Ashe) Small,AUTHORITATIVE_ORTHOGRAPHIC_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,840,0,420,204,216,420,0,0,108,108,108,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
841,Quercus minima,173948,Quercus minima,(Sarg.) Small,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,841,0,375,214,161,375,0,0,78,78,78,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
842,Quercus incana,173316,Quercus incana,W.Bartram,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,842,0,86,39,47,86,0,0,55,55,55,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
843,Quercus hypoleucoides,173145,Quercus hypoleucoides,A.Camus,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,843,0,261,118,143,261,0,0,65,65,65,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
844,Quercus oglethorpensis,174176,Quercus oglethorpensis,W.H.Duncan,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,844,0,1,1,0,1,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
845,Quercus prinoides,174518,Quercus prinoides,Willd.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,845,0,3,1,2,3,0,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
846,Quercus grisea,172998,Quercus grisea,Liebm.,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,846,0,969,507,462,969,0,0,193,193,193,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
847,Quercus rugosa,174935,Quercus rugosa,Née,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,847,0,121,48,73,121,0,0,25,25,25,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
851,Quercus graciliformis,172964,Quercus graciliformis,C.H.Mull.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,851,0,9,9,0,9,0,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
853,Annona glabra,2640872,Annona glabra,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,853,0,17,8,9,17,0,0,3,3,3,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
854,Bursera simaruba,2687649,Bursera simaruba,(L.) Sarg.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,854,0,5,5,0,5,0,0,3,3,3,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
858,Cinnamomum camphora,2695178,Camphora officinarum,Boerh. ex Fabr.,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,858,0,68,52,16,0,68,0,25,25,25,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
863,Coccoloba diversifolia,2729242,Coccoloba diversifolia,Jacq.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,863,0,1,0,1,1,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
867,Condalia hookeri,2733979,Condalia hookeri,M.C.Johnst.,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,867,0,376,155,221,376,0,0,147,147,147,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
868,Ebenopsis ebano,2780305,Ebenopsis ebano,(Berland.) Barneby & J.W.Grimes,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,868,0,13,8,5,13,0,0,3,3,3,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
869,Leucaena pulverulenta,2346415,Leucaena pulverulenta,(Schltdl.) Benth.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,869,0,22,22,0,22,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
870,Sophora affinis,2598500,Styphnolobium affine,(Torr. & A.Gray) Walp.,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,870,0,5,3,2,5,0,0,5,5,5,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
876,Ficus aurea,2809576,Ficus aurea,Nutt.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,876,0,13,8,5,13,0,0,8,8,8,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
886,Metopium toxiferum,2364578,Metopium toxiferum,(L.) Krug & Urb.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,886,0,11,1,10,11,0,0,3,3,3,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
887,Piscidia piscipula,2540278,Piscidia piscipula,(L.) Sarg.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,887,0,3,3,0,3,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
897,Tamarindus indica,2444682,Tamarindus indica,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,897,0,1,1,0,0,1,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
901,Robinia pseudoacacia,2428246,Robinia pseudoacacia,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,901,0,5162,2466,2696,2768,2394,0,1944,1944,1944,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
912,Sabal palmetto,181053,Sabal palmetto,(Walter) Lodd. ex Schult. & Schult.f.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,912,0,4080,2252,1828,4080,0,0,468,468,468,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
913,Thrinax morrisii,351387,Leucothrinax morrisii,(H.Wendl.) C.Lewis & Zona,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,913,0,18,0,18,18,0,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
919,Sapindus saponaria var. drummondii,2582296,Sapindus drummondii,Hook. & Arn.,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,919,0,206,129,77,206,0,0,57,57,57,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
921,Salix amygdaloides,2918617,Salix amygdaloides,Andersson,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,921,0,143,93,50,143,0,0,46,46,46,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
922,Salix nigra,2919837,Salix nigra,Marshall,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,922,0,4133,2182,1951,4127,0,6,1092,1092,1092,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
925,Salix caroliniana,2919167,Salix caroliniana,Michx.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,925,0,187,122,65,187,0,0,38,38,38,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
927,Salix alba,2918804,Salix alba,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,927,0,22,20,2,0,12,10,7,7,7,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
931,Sassafras albidum,2591964,Sassafras albidum,(Nutt.) Nees,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,931,0,5758,2842,2916,5758,0,0,2620,2620,2620,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
935,Sorbus americana,2991391,Sorbus americana,Marshall,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,935,0,265,156,109,265,0,0,138,138,138,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
937,Sorbus decora,2991806,Sorbus decora,(Sarg.) C.K.Schneid.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,937,0,7,1,6,5,0,2,5,5,5,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
940,Swietenia mahagoni,2601502,Swietenia mahagoni,(L.) Jacq.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,940,0,5,5,0,5,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
951,Tilia americana,2518218,Tilia americana,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,3,951;952;953,1,15889,8144,7745,15889,0,0,4431,4527,4531,4,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
952,Tilia americana var. heterophylla,2518218,Tilia americana,L.,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,3,951;952;953,1,52,17,35,52,0,0,22,4527,4531,4,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
953,Tilia americana var. caroliniana,2518218,Tilia americana,L.,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,3,951;952;953,1,144,79,65,144,0,0,78,4527,4531,4,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
971,Ulmus alata,2450008,Ulmus alata,Michx.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,971,0,12238,6103,6135,12238,0,0,5752,5752,5752,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
972,Ulmus americana,2450019,Ulmus americana,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,972,0,19949,10000,9949,19949,0,0,9316,9316,9316,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
973,Ulmus crassifolia,2449976,Ulmus crassifolia,Nutt.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,973,0,2211,1064,1147,2211,0,0,513,513,513,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
974,Ulmus pumila,2448824,Ulmus pumila,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,974,0,728,359,369,0,726,2,202,202,202,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
975,Ulmus rubra,2448805,Ulmus rubra,Muhl.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,975,0,4914,2408,2506,4914,0,0,2989,2989,2989,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
976,Ulmus serotina,2448857,Ulmus serotina,Sarg.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,976,0,10,4,6,10,0,0,5,5,5,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
977,Ulmus thomasii,2448843,Ulmus thomasii,Sarg.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,977,0,32,18,14,31,0,1,22,22,22,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
981,Umbellularia californica,2446614,Umbellularia californica,(Hook. & Arn.) Nutt.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,981,0,1465,595,870,1465,0,0,231,231,231,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
