model,world,observation_regime,orientation,source_fold,target_fold,synthetic_species_id,occupancy_pi_estimate,beta_binomial_rho,encounter_q_mean,brier_score,log_loss,expected_support_size,true_support_size,expected_support_size_bias,expected_support_size_relative_bias,occupied_cell_recall,precision,iou_jaccard,posterior_entropy_mean,support_size_q05,support_size_q50,support_size_q95,truth_size_within_q05_q95,target_cells,predicted_cells_at_0_5
M2,STRONG,O2,BA,B,A,SYN017,0.071065439455218,0.02,0.06851323412976973,0.00707396669459421,0.04525104312612045,248.45579843361764,168,80.45579843361764,0.47890356210486695,0.9404761904761905,0.9294117647058824,0.8777777777777778,0.12613362767827407,236.0,249.0,265.29999999999995,0,2855,170
M0,STRONG,O2,BA,B,A,SYN018,,,,0.0070052539404553416,0.09678215277082422,44.0,64,-20.0,-0.3125,0.6875,1.0,0.6875,1.4815510057998541e-05,44.0,44.0,44.0,0,2855,44
M1,STRONG,O2,BA,B,A,SYN018,0.025166530524136706,0.02,0.0708779303429675,0.007067531786035715,0.04723865133064542,71.13134939658605,64,7.131349396586046,0.11142733432165697,0.6875,1.0,0.6875,0.051263609534801864,63.0,70.0,80.0,1,2855,44
M2,STRONG,O2,BA,B,A,SYN018,0.025166530524136706,0.02,0.0708779303429675,0.0021452300406101855,0.01489961758573984,91.2095088205046,64,27.209508820504595,0.4251485753203843,0.9375,0.9230769230769231,0.8695652173913043,0.05449685404024437,83.35,91.0,101.0,0,2855,65
M0,STRONG,O2,BA,B,A,SYN019,,,,0.008056042031523642,0.11129932568637281,49.0,72,-23.0,-0.3194444444444444,0.6805555555555556,1.0,0.6805555555555556,1.4815510057999185e-05,49.0,49.0,49.0,0,2855,49
M1,STRONG,O2,BA,B,A,SYN019,0.025162278265820993,0.02,0.09009671457457742,0.007958681531160052,0.04445295237443341,71.27102696765056,72,-0.7289730323494439,-0.010124625449297832,0.6805555555555556,1.0,0.6805555555555556,0.04262668550821474,65.0,71.0,79.64999999999999,1,2855,49
M2,STRONG,O2,BA,B,A,SYN019,0.025162278265820993,0.02,0.09009671457457742,0.003743363093519469,0.01907326853806226,85.07568477876598,72,13.075684778765975,0.18160673303841632,0.8472222222222222,0.953125,0.8133333333333334,0.04522526671141786,78.35,85.0,92.0,0,2855,64
M0,STRONG,O2,BA,B,A,SYN020,,,,0.023117338003502626,0.3193788041425697,20.0,86,-66.0,-0.7674418604651163,0.23255813953488372,1.0,0.23255813953488372,1.4815510057995443e-05,20.0,20.0,20.0,0,2855,20
M1,STRONG,O2,BA,B,A,SYN020,0.009345100654756123,0.02,0.13594439261859137,0.022846293192823316,0.12299954509750717,25.649638149068934,86,-60.350361850931066,-0.7017483936154775,0.23255813953488372,1.0,0.23255813953488372,0.012901830529415426,22.0,25.0,29.0,0,2855,20
M2,STRONG,O2,BA,B,A,SYN020,0.009345100654756123,0.02,0.13594439261859137,0.016995636101495425,0.071760291613004,37.22444854276135,86,-48.77555145723865,-0.5671575750841703,0.3372093023255814,1.0,0.3372093023255814,0.016980717159517048,32.35,37.0,43.0,0,2855,29
M0,STRONG,O2,BA,B,A,SYN021,,,,0.03152364273204904,0.4355161874669587,70.0,160,-90.0,-0.5625,0.4375,1.0,0.4375,1.4815510058001895e-05,70.0,70.0,70.0,0,2855,70
M1,STRONG,O2,BA,B,A,SYN021,0.04392541295869042,0.02,0.0579507805081205,0.031101172294839476,0.15556406098732434,125.06401526208563,160,-34.93598473791437,-0.2183499046119648,0.4375,1.0,0.4375,0.09161058070523695,115.35,126.0,138.64999999999998,0,2855,70
M2,STRONG,O2,BA,B,A,SYN021,0.04392541295869042,0.02,0.0579507805081205,0.009687585905332228,0.046122183284091234,186.69124633560153,160,26.691246335601534,0.16682028959750958,0.80625,0.9699248120300752,0.7865853658536586,0.10296508807146915,174.0,186.0,198.0,0,2855,133
M0,STRONG,O2,BA,B,A,SYN022,,,,0.03467600700525394,0.4790677062136046,67.0,166,-99.0,-0.5963855421686747,0.4036144578313253,1.0,0.4036144578313253,1.4815510058001509e-05,67.0,67.0,67.0,0,2855,67
M1,STRONG,O2,BA,B,A,SYN022,0.03834472137999362,0.02,0.06897675368153519,0.03387311346786,0.16116277761112807,109.13007274751175,166,-56.86992725248825,-0.34258992320776055,0.4036144578313253,1.0,0.4036144578313253,0.07310512114092675,99.35,110.0,119.0,0,2855,67
M2,STRONG,O2,BA,B,A,SYN022,0.03834472137999362,0.02,0.06897675368153519,0.013866084186355024,0.05721851805676556,158.90897887214624,166,-7.0910211278537645,-0.04271699474610702,0.6927710843373494,0.9913793103448276,0.688622754491018,0.08254906530043808,149.0,160.0,170.0,1,2855,116
M0,STRONG,O2,BA,B,A,SYN023,,,,0.018213660245183887,0.25163199720334284,114.0,166,-52.0,-0.3132530120481928,0.6867469879518072,1.0,0.6867469879518072,1.4815510058007576e-05,114.0,114.0,114.0,0,2855,114
M1,STRONG,O2,BA,B,A,SYN023,0.06297267292136258,0.02,0.0739044163347276,0.018146273431566877,0.09426691777409565,180.25382296407304,166,14.253822964073038,0.08586640339803035,0.6867469879518072,1.0,0.6867469879518072,0.10346624370266452,168.0,179.0,192.64999999999998,0,2855,114
M2,STRONG,O2,BA,B,A,SYN023,0.06297267292136258,0.02,0.0739044163347276,0.008047856093317672,0.0447297581599918,217.19700533456208,166,51.19700533456208,0.30841569478651853,0.8855421686746988,0.9607843137254902,0.8546511627906976,0.10726547737715661,208.0,218.0,230.0,0,2855,153
M0,STRONG,O2,BA,B,A,SYN024,,,,0.005954465849387041,0.08226497985527556,57.0,74,-17.0,-0.22972972972972974,0.7702702702702703,1.0,0.7702702702702703,1.4815510058000218e-05,57.0,57.0,57.0,0,2855,57
M1,STRONG,O2,BA,B,A,SYN024,0.03608671934396217,0.02,0.05767787244278293,0.006108020235385335,0.04208270774132219,102.47973020430426,74,28.47973020430426,0.3848612189770846,0.7702702702702703,1.0,0.7702702702702703,0.07888930131820529,91.35,102.0,112.0,0,2855,57
M2,STRONG,O2,BA,B,A,SYN024,0.03608671934396217,0.02,0.05767787244278293,0.0033786134733660104,0.02456644248152665,126.40128980587956,74,52.40128980587956,0.7081255379172913,0.9594594594594594,0.8987341772151899,0.8658536585365854,0.08482700679229982,113.7,128.0,138.64999999999998,0,2855,79
M0,STRONG,O2,BA,B,A,SYN025,,,,0.025919439579684764,0.3580912652506994,48.0,122,-74.0,-0.6065573770491803,0.39344262295081966,1.0,0.39344262295081966,1.4815510057999056e-05,48.0,48.0,48.0,0,2855,48
M1,STRONG,O2,BA,B,A,SYN025,0.023497656299871505,0.02,0.10201132150449116,0.025538934141819618,0.1339360058846994,66.54037929725746,122,-55.45962070274254,-0.4545870549405126,0.39344262295081966,1.0,0.39344262295081966,0.0360987226354116,59.35,66.0,73.0,0,2855,48
M2,STRONG,O2,BA,B,A,SYN025,0.023497656299871505,0.02,0.10201132150449116,0.011766558483116255,0.04626421109245395,104.58937565019338,122,-17.410624349806625,-0.14271003565415266,0.6721311475409836,0.9647058823529412,0.656,0.04279735892967264,96.35,105.0,113.0,0,2855,85
M0,STRONG,O2,BA,B,A,SYN026,,,,0.01926444833625219,0.26614917011889144,72.0,127,-55.0,-0.4330708661417323,0.5669291338582677,1.0,0.5669291338582677,1.4815510058002153e-05,72.0,72.0,72.0,0,2855,72
M1,STRONG,O2,BA,B,A,SYN026,0.03350826982738677,0.02,0.1157178499234497,0.018796527256643686,0.09232293510020821,95.64810647003168,127,-31.351893529968322,-0.24686530338557733,0.5669291338582677,1.0,0.5669291338582677,0.04316834511711424,89.0,96.0,104.0,0,2855,72
M2,STRONG,O2,BA,B,A,SYN026,0.03350826982738677,0.02,0.1157178499234497,0.005976693734131512,0.025809430708605054,131.058813708184,127,4.0588137081840046,0.031959163056566965,0.8661417322834646,0.9734513274336283,0.8461538461538461,0.04723948090694857,122.0,131.0,139.0,1,2855,113
M0,STRONG,O2,BA,B,A,SYN027,,,,0.02276707530647986,0.31453974650405353,82.0,147,-65.0,-0.4421768707482993,0.5578231292517006,1.0,0.5578231292517006,1.4815510058003445e-05,82.0,82.0,82.0,0,2855,82
M1,STRONG,O2,BA,B,A,SYN027,0.04533795897790587,0.02,0.07398549623850766,0.02259717750058652,0.11935382089461061,129.37367905297126,147,-17.626320947028745,-0.11990694521788262,0.5578231292517006,1.0,0.5578231292517006,0.07969101862809051,118.35,129.0,140.64999999999998,0,2855,82
M2,STRONG,O2,BA,B,A,SYN027,0.04533795897790587,0.02,0.07398549623850766,0.00697136037759587,0.035512413483506255,180.2071395090029,147,33.2071395090029,0.22589890822450953,0.8707482993197279,0.9411764705882353,0.8258064516129032,0.0884980272878752,167.0,179.0,193.0,0,2855,136
M0,STRONG,O2,BA,B,A,SYN028,,,,0.0287215411558669,0.396803726358829,89.0,171,-82.0,-0.47953216374269003,0.52046783625731,1.0,0.52046783625731,1.481551005800435e-05,89.0,89.0,89.0,0,2855,89
M1,STRONG,O2,BA,B,A,SYN028,0.04471471228785253,0.02,0.09220928250917984,0.02782104099293731,0.12723743918430389,127.82627834349591,171,-43.173721656504085,-0.2524779044240005,0.52046783625731,1.0,0.52046783625731,0.06638300639086539,118.0,127.0,137.0,0,2855,89
M2,STRONG,O2,BA,B,A,SYN028,0.04471471228785253,0.02,0.09220928250917984,0.01197090860573309,0.050972401385247265,172.96221420058052,171,1.9622142005805188,0.011474936845500109,0.783625730994152,0.9640287769784173,0.7613636363636364,0.06962644792196425,161.0,173.0,181.0,1,2855,139
M0,STRONG,O2,BA,B,A,SYN029,,,,0.0276707530647986,0.3822865534432805,47.0,126,-79.0,-0.626984126984127,0.373015873015873,1.0,0.373015873015873,1.4815510057998927e-05,47.0,47.0,47.0,0,2855,47
M1,STRONG,O2,BA,B,A,SYN029,0.02275424124223155,0.02,0.11254611851794045,0.02718793039635166,0.14043471917488382,63.472653076870905,126,-62.527346923129095,-0.4962487851041992,0.373015873015873,1.0,0.373015873015873,0.032336758235450624,57.35,63.0,69.64999999999999,0,2855,47
M2,STRONG,O2,BA,B,A,SYN029,0.02275424124223155,0.02,0.11254611851794045,0.012107854825870729,0.04526244211162398,97.14780783354848,126,-28.852192166451516,-0.22898565211469457,0.626984126984127,1.0,0.626984126984127,0.039067036764640704,90.0,97.0,106.0,0,2855,79
M0,STRONG,O2,BA,B,A,SYN030,,,,0.010157618213660246,0.14033367151747006,59.0,88,-29.0,-0.32954545454545453,0.6704545454545454,1.0,0.6704545454545454,1.4815510058000476e-05,59.0,59.0,59.0,0,2855,59
M1,STRONG,O2,BA,B,A,SYN030,0.03453711217587858,0.02,0.06675070049221288,0.010298365749424537,0.06546522266254245,98.12178707369864,88,10.121787073698641,0.11502030765566638,0.6704545454545454,1.0,0.6704545454545454,0.06918526651746336,88.0,98.0,108.0,1,2855,59
M2,STRONG,O2,BA,B,A,SYN030,0.03453711217587858,0.02,0.06675070049221288,0.0028918031974671955,0.021365574229045028,124.85790475847807,88,36.85790475847807,0.41883982680088716,0.9204545454545454,0.9642857142857143,0.8901098901098901,0.07434335649920412,115.0,125.0,135.64999999999998,0,2855,84
M0,STRONG,O2,BA,B,A,SYN031,,,,0.01681260945709282,0.232275766649278,39.0,87,-48.0,-0.5517241379310345,0.4482758620689655,1.0,0.4482758620689655,1.4815510057997894e-05,39.0,39.0,39.0,0,2855,39
M1,STRONG,O2,BA,B,A,SYN031,0.020189591912269024,0.02,0.08973779643448984,0.016633062193598537,0.09218473219270319,56.88975318003373,87,-30.11024681996627,-0.3460947910340951,0.4482758620689655,1.0,0.4482758620689655,0.03563105924542383,50.0,57.0,63.64999999999999,0,2855,39
M2,STRONG,O2,BA,B,A,SYN031,0.020189591912269024,0.02,0.08973779643448984,0.0075863675413336586,0.03265359988917005,79.58012980042943,87,-7.419870199570568,-0.08528586436288009,0.6896551724137931,1.0,0.6896551724137931,0.039297728293465194,73.0,79.0,86.0,0,2855,60
M0,STRONG,O2,BA,B,A,SYN032,,,,0.028371278458844133,0.39196466872031294,85.0,166,-81.0,-0.4879518072289157,0.5120481927710844,1.0,0.5120481927710844,1.481551005800383e-05,85.0,85.0,85.0,0,2855,85
M1,STRONG,O2,BA,B,A,SYN032,0.04935695458504502,0.02,0.06684289223637727,0.027956754383739662,0.13886325866380198,140.85667548593383,166,-25.143324514066165,-0.15146581032569978,0.5120481927710844,1.0,0.5120481927710844,0.0915772043087371,129.35,139.0,152.64999999999998,0,2855,85
M2,STRONG,O2,BA,B,A,SYN032,0.04935695458504502,0.02,0.06684289223637727,0.0074783707449547245,0.04016910127244831,199.0026579324237,166,33.00265793242369,0.1988111923639981,0.8674698795180723,0.972972972972973,0.8470588235294118,0.09661658429427455,187.0,199.0,210.64999999999998,0,2855,148
M0,STRONG,O2,BA,B,A,SYN033,,,,0.023467600700525393,0.32421786178108597,80.0,147,-67.0,-0.4557823129251701,0.54421768707483,1.0,0.54421768707483,1.4815510058003188e-05,80.0,80.0,80.0,0,2855,80
M1,STRONG,O2,BA,B,A,SYN033,0.041631425581744035,0.02,0.08485362137826066,0.023161558336500472,0.11880897751509782,118.81917887752077,147,-28.18082112247923,-0.1917062661393145,0.54421768707483,1.0,0.54421768707483,0.06704822517874409,108.0,119.0,129.64999999999998,0,2855,80
M2,STRONG,O2,BA,B,A,SYN033,0.041631425581744035,0.02,0.08485362137826066,0.007803469081077794,0.035964457896295536,164.23915702858517,147,17.23915702858517,0.11727317706520522,0.8367346938775511,0.968503937007874,0.8145695364238411,0.07402019858566175,154.35,165.0,176.64999999999998,0,2855,127
M0,STRONG,O2,BA,B,A,SYN034,,,,0.018914185639229423,0.2613101124803753,63.0,117,-54.0,-0.46153846153846156,0.5384615384615384,1.0,0.5384615384615384,1.481551005800099e-05,63.0,63.0,63.0,0,2855,63
M1,STRONG,O2,BA,B,A,SYN034,0.04068830623062936,0.02,0.05553201990068878,0.018612540861655952,0.09633505482190538,115.70510225754667,117,-1.2948977424533297,-0.011067502072250681,0.5384615384615384,1.0,0.5384615384615384,0.08886605724077834,105.0,116.0,126.64999999999999,1,2855,63
M2,STRONG,O2,BA,B,A,SYN034,0.04068830623062936,0.02,0.05553201990068878,0.0075399746536617485,0.040002635214076536,154.49503505220295,117,37.49503505220295,0.32047038506156367,0.8376068376068376,0.9423076923076923,0.7967479674796748,0.0970987340440136,143.0,154.0,166.64999999999998,0,2855,104
M0,STRONG,O2,BA,B,A,SYN035,,,,0.034325744308231175,0.47422864857508834,25.0,123,-98.0,-0.7967479674796748,0.2032520325203252,1.0,0.2032520325203252,1.4815510057996088e-05,25.0,25.0,25.0,0,2855,25
M1,STRONG,O2,BA,B,A,SYN035,0.013807876402126655,0.02,0.08036091544233501,0.0338456813472752,0.17688775476824833,38.3952611671816,123,-84.6047388328184,-0.6878434051448651,0.2032520325203252,1.0,0.2032520325203252,0.028358970655609154,32.35,38.0,45.0,0,2855,25
M2,STRONG,O2,BA,B,A,SYN035,0.013807876402126655,0.02,0.08036091544233501,0.02305176614310144,0.09844658661580967,63.28028895324508,123,-59.71971104675492,-0.4855261060711782,0.3821138211382114,1.0,0.3821138211382114,0.03480467392309136,56.0,63.0,70.64999999999999,0,2855,47
M0,STRONG,O2,BA,B,A,SYN036,,,,0.0297723292469352,0.41132089927437765,36.0,121,-85.0,-0.7024793388429752,0.2975206611570248,1.0,0.2975206611570248,1.4815510057997506e-05,36.0,36.0,36.0,0,2855,36
M1,STRONG,O2,BA,B,A,SYN036,0.019762084143422023,0.02,0.07824820268314593,0.02916039908372527,0.14380252240277117,55.583108142459345,121,-65.41689185754066,-0.5406354698970303,0.2975206611570248,1.0,0.2975206611570248,0.03892030564439035,48.0,55.0,64.0,0,2855,36
M2,STRONG,O2,BA,B,A,SYN036,0.019762084143422023,0.02,0.07824820268314593,0.015422720716772273,0.06141215092768087,87.39535889382648,121,-33.60464110617352,-0.27772430666259107,0.5619834710743802,1.0,0.5619834710743802,0.0456763132809227,78.0,87.0,95.0,0,2855,68
M0,STRONG,O2,BA,B,A,SYN037,,,,0.010507880910683012,0.14517272915598628,32.0,62,-30.0,-0.4838709677419355,0.5161290322580645,1.0,0.5161290322580645,1.481551005799699e-05,32.0,32.0,32.0,0,2855,32
M1,STRONG,O2,BA,B,A,SYN037,0.019058701548577778,0.02,0.06685796421899091,0.010452004754743612,0.06246017219455081,53.48092141064338,62,-8.519078589356617,-0.13740449337671964,0.5161290322580645,1.0,0.5161290322580645,0.04256511367699341,45.0,53.0,61.0,0,2855,32
M2,STRONG,O2,BA,B,A,SYN037,0.019058701548577778,0.02,0.06685796421899091,0.0036336739753344296,0.018298887355606256,71.34949864698626,62,9.349498646986262,0.15079836527397197,0.7903225806451613,0.98,0.7777777777777778,0.04670099365386241,64.0,71.0,79.0,0,2855,50
M0,STRONG,O2,BA,B,A,SYN038,,,,0.015061295971978984,0.208080478456697,50.0,93,-43.0,-0.46236559139784944,0.5376344086021505,1.0,0.5376344086021505,1.4815510057999314e-05,50.0,50.0,50.0,0,2855,50
M1,STRONG,O2,BA,B,A,SYN038,0.03026146877017468,0.02,0.06284685045139692,0.014986516654982717,0.08384244219986657,85.75164321817027,93,-7.248356781829727,-0.07793932023472826,0.5376344086021505,1.0,0.5376344086021505,0.06465886340549852,77.0,87.0,94.0,1,2855,50
M2,STRONG,O2,BA,B,A,SYN038,0.03026146877017468,0.02,0.06284685045139692,0.005997708088265428,0.03245318557060272,114.27492226021039,93,21.27492226021039,0.2287626049484988,0.7956989247311828,0.9866666666666667,0.7872340425531915,0.07039710615445796,106.0,113.0,122.0,0,2855,75
M0,STRONG,O2,BA,B,A,SYN039,,,,0.017513134851138354,0.24195388192631037,71.0,121,-50.0,-0.4132231404958678,0.5867768595041323,1.0,0.5867768595041323,1.4815510058002024e-05,71.0,71.0,71.0,0,2855,71
M1,STRONG,O2,BA,B,A,SYN039,0.037790468721075235,0.02,0.08072644450017483,0.017066109498765816,0.0841482474772215,107.67338427165765,121,-13.326615728342347,-0.11013732006894501,0.5867768595041323,1.0,0.5867768595041323,0.06448058411182737,99.0,108.0,116.0,0,2855,71
M2,STRONG,O2,BA,B,A,SYN039,0.037790468721075235,0.02,0.08072644450017483,0.004996220443196425,0.026786023198280072,146.64307632546775,121,25.643076325467746,0.21192625062370038,0.9008264462809917,0.956140350877193,0.8650793650793651,0.07013995001207753,136.35,147.0,157.0,0,2855,114
M0,STRONG,O2,BA,B,A,SYN040,,,,0.014010507880910683,0.19356330554114837,48.0,88,-40.0,-0.45454545454545453,0.5454545454545454,1.0,0.5454545454545454,1.4815510057999056e-05,48.0,48.0,48.0,0,2855,48
M1,STRONG,O2,BA,B,A,SYN040,0.025109772312047595,0.02,0.08571566168753104,0.013831308116884284,0.07414609909311429,71.08569501887824,88,-16.91430498112176,-0.1922080111491109,0.5454545454545454,1.0,0.5454545454545454,0.04410341990648323,64.0,71.0,80.0,0,2855,48
M2,STRONG,O2,BA,B,A,SYN040,0.025109772312047595,0.02,0.08571566168753104,0.00472083522342273,0.02203343672728738,100.53162520105249,88,12.531625201052492,0.14240483183014196,0.8636363636363636,0.9382716049382716,0.8172043010752689,0.04815740088659379,94.0,101.0,108.0,0,2855,81
M0,STRONG,O2,BA,B,A,SYN041,,,,0.007355516637478109,0.10162121040934041,39.0,60,-21.0,-0.35,0.65,1.0,0.65,1.4815510057997894e-05,39.0,39.0,39.0,0,2855,39
M1,STRONG,O2,BA,B,A,SYN041,0.019911242379428186,0.02,0.09324790491446189,0.0073091738902742905,0.044061400466254334,56.10590995609508,60,-3.8940900439049173,-0.06490150073174862,0.65,1.0,0.65,0.03421119010660214,50.0,56.0,62.64999999999999,1,2855,39
M2,STRONG,O2,BA,B,A,SYN041,0.019911242379428186,0.02,0.09324790491446189,0.0032102220437092866,0.015167028300838098,68.85809428327993,60,8.858094283279925,0.1476349047213321,0.8166666666666667,0.9423076923076923,0.7777777777777778,0.03640698520115364,62.0,68.0,75.0,0,2855,52
M0,STRONG,O2,BA,B,A,SYN042,,,,0.018914185639229423,0.2613101124803752,68.0,122,-54.0,-0.4426229508196721,0.5573770491803278,1.0,0.5573770491803278,1.4815510058001638e-05,68.0,68.0,68.0,0,2855,68
M1,STRONG,O2,BA,B,A,SYN042,0.04105071617673263,0.02,0.06241019121467127,0.01869233049953159,0.09764432951432794,116.84550308554451,122,-5.154496914455493,-0.04224997470865158,0.5573770491803278,1.0,0.5573770491803278,0.08293054266732355,106.35,117.0,128.0,1,2855,68
M2,STRONG,O2,BA,B,A,SYN042,0.04105071617673263,0.02,0.06241019121467127,0.0026333619700017775,0.023200819522489494,157.58232863628174,122,35.582328636281744,0.2916584314449323,0.9426229508196722,0.9913793103448276,0.9349593495934959,0.0861491475920343,145.0,156.0,167.0,0,2855,116
M0,STRONG,O2,BA,B,A,SYN043,,,,0.019614711033274956,0.27098822775740766,54.0,110,-56.0,-0.509090909090909,0.4909090909090909,1.0,0.4909090909090909,1.4815510057999829e-05,54.0,54.0,54.0,0,2855,54
M1,STRONG,O2,BA,B,A,SYN043,0.03149191537167844,0.02,0.06731718742695524,0.019392108559619738,0.10318830946561149,89.34574329940443,110,-20.654256700595568,-0.18776597000541426,0.4909090909090909,1.0,0.4909090909090909,0.06372250700312382,79.35,88.0,98.0,0,2855,54
M2,STRONG,O2,BA,B,A,SYN043,0.03149191537167844,0.02,0.06731718742695524,0.00352038629451613,0.021561191803494924,131.65822861531328,110,21.658228615313277,0.1968929874119389,0.8545454545454545,0.9894736842105263,0.8468468468468469,0.07079855635677426,120.35,130.0,144.0,0,2855,95
M0,STRONG,O2,BA,B,A,SYN044,,,,0.021716287215411557,0.3000225735885049,55.0,117,-62.0,-0.5299145299145299,0.4700854700854701,1.0,0.4700854700854701,1.481551005799996e-05,55.0,55.0,55.0,0,2855,55
M1,STRONG,O2,BA,B,A,SYN044,0.027203714557803602,0.02,0.09841061256920716,0.021455991755514527,0.11499613416790254,77.24088980133952,117,-39.75911019866048,-0.33982145468940583,0.4700854700854701,1.0,0.4700854700854701,0.04207815848789965,69.0,76.0,83.64999999999999,0,2855,55
M2,STRONG,O2,BA,B,A,SYN044,0.027203714557803602,0.02,0.09841061256920716,0.006395937584309707,0.02636248596604479,114.53873816419514,117,-2.461261835804862,-0.021036425947050102,0.7863247863247863,1.0,0.7863247863247863,0.046907006416650576,106.0,115.0,123.0,1,2855,92
